gene	go_term	go_slim_term	cellular_component
cya-1	GO:0005634	GO:0005634	nucleus
cya-1	GO:0005737	GO:0005737	cytoplasm
cya-1	GO:0005815	GO:0005815	microtubule organizing center
cya-1	GO:0097124	GO:0032991	protein-containing complex
cyb-1	GO:0005634	GO:0005634	nucleus
cyb-1	GO:0005737	GO:0005737	cytoplasm
cyb-1	GO:0005815	GO:0005815	microtubule organizing center
cyb-1	GO:0000307	GO:0032991	protein-containing complex
cyb-2.1	GO:0005634	GO:0005634	nucleus
cyb-2.1	GO:0005737	GO:0005737	cytoplasm
cyb-2.1	GO:0005815	GO:0005815	microtubule organizing center
cyb-2.1	GO:0000307	GO:0032991	protein-containing complex
cyb-2.2	GO:0005634	GO:0005634	nucleus
cyb-2.2	GO:0005737	GO:0005737	cytoplasm
cyb-2.2	GO:0005815	GO:0005815	microtubule organizing center
cyb-2.2	GO:0000307	GO:0032991	protein-containing complex
cyc-1	GO:0005739	GO:0005739	mitochondrion
cyc-1	GO:0005743;GO:0016020	GO:0016020	membrane
cyc-1	GO:0045275	GO:0032991	protein-containing complex
cyc-2.1	GO:0005739	GO:0005739	mitochondrion
cyc-2.1	GO:0098803	GO:0032991	protein-containing complex
cyc-2.1	GO:0005758		
cyc-2.2	GO:0005739	GO:0005739	mitochondrion
cyc-2.2	GO:0005758		
cyd-1	GO:0005634	GO:0005634	nucleus
cyd-1	GO:0005737	GO:0005737	cytoplasm
cyd-1	GO:0005815	GO:0005815	microtubule organizing center
cyd-1	GO:0000307;GO:0097128	GO:0032991	protein-containing complex
cye-1	GO:0005634	GO:0005634	nucleus
cye-1	GO:0005737	GO:0005737	cytoplasm
cye-1	GO:0005815	GO:0005815	microtubule organizing center
cye-1	GO:0005856	GO:0005856	cytoskeleton
cye-1	GO:0000307;GO:0097134	GO:0032991	protein-containing complex
cye-1	GO:0005814	GO:0043226	organelle
cye-1	GO:0000785		
cyk-1	GO:0032154	GO:0016020	membrane
cyk-1	GO:0005826;GO:0005884;GO:0009898		
cyk-4	GO:0005634	GO:0005634	nucleus
cyk-4	GO:0005886	GO:0005886	plasma membrane
cyk-4	GO:0032154	GO:0016020	membrane
cyk-4	GO:0097149	GO:0032991	protein-containing complex
cyk-4	GO:0005819	GO:0043226	organelle
cyk-4	GO:0030496;GO:0051233;GO:1990023		
cyld-1	GO:0005737	GO:0005737	cytoplasm
cyld-1	GO:0005813	GO:0005815	microtubule organizing center
cyld-1	GO:0005829	GO:0005829	cytosol
cyld-1	GO:0048471		
cyn-1	GO:0005737	GO:0005737	cytoplasm
cyn-1	GO:0005739	GO:0005739	mitochondrion
cyn-1	GO:0071013	GO:0032991	protein-containing complex
cyn-12	GO:0005634	GO:0005634	nucleus
cyn-12	GO:0071013	GO:0032991	protein-containing complex
cyn-16	GO:0005634	GO:0005634	nucleus
cyn-16	GO:0071013	GO:0032991	protein-containing complex
cyn-2	GO:0005737	GO:0005737	cytoplasm
cyn-3	GO:0005737	GO:0005737	cytoplasm
cyn-5	GO:0005737	GO:0005737	cytoplasm
cyn-6	GO:0005737	GO:0005737	cytoplasm
cyn-7	GO:0005737	GO:0005737	cytoplasm
cyp-13A1			
cyp-13A10	GO:0016020	GO:0016020	membrane
cyp-13A10	GO:0005575		
cyp-13A11			
cyp-13A12			
cyp-13A2			
cyp-13A3			
cyp-13A4			
cyp-13A5			
cyp-13A6			
cyp-13A7			
cyp-13A8			
cyp-13B1	GO:0005575		
cyp-13B2			
cyp-14A1	GO:0016020	GO:0016020	membrane
cyp-14A2			
cyp-14A3			
cyp-14A4			
cyp-14A5			
cyp-23A1	GO:0005737	GO:0005737	cytoplasm
cyp-23A1	GO:0016020	GO:0016020	membrane
cyp-25A1	GO:0016020	GO:0016020	membrane
cyp-25A2			
cyp-25A3	GO:0016020	GO:0016020	membrane
cyp-25A4	GO:0016020	GO:0016020	membrane
cyp-29A3			
cyp-29A4			
cyp-31A2			
cyp-31A3	GO:0016020	GO:0016020	membrane
cyp-31A5			
cyp-32A1			
cyp-33A1	GO:0005737	GO:0005737	cytoplasm
cyp-33B1	GO:0005737	GO:0005737	cytoplasm
cyp-33C1	GO:0005737	GO:0005737	cytoplasm
cyp-33C11	GO:0005737	GO:0005737	cytoplasm
cyp-33C12	GO:0005737	GO:0005737	cytoplasm
cyp-33C2	GO:0005737	GO:0005737	cytoplasm
cyp-33C3	GO:0005737	GO:0005737	cytoplasm
cyp-33C4	GO:0005737	GO:0005737	cytoplasm
cyp-33C5	GO:0005737	GO:0005737	cytoplasm
cyp-33C6	GO:0005737	GO:0005737	cytoplasm
cyp-33C7	GO:0005737	GO:0005737	cytoplasm
cyp-33C8	GO:0005737	GO:0005737	cytoplasm
cyp-33C9	GO:0005737	GO:0005737	cytoplasm
cyp-33D1	GO:0005737	GO:0005737	cytoplasm
cyp-33D3	GO:0005737	GO:0005737	cytoplasm
cyp-33D3	GO:0016020	GO:0016020	membrane
cyp-33E1	GO:0005737	GO:0005737	cytoplasm
cyp-33E2	GO:0005737	GO:0005737	cytoplasm
cyp-33E2	GO:0043231	GO:0043226	organelle
cyp-34A1	GO:0005737	GO:0005737	cytoplasm
cyp-34A10	GO:0005737	GO:0005737	cytoplasm
cyp-34A2	GO:0005737	GO:0005737	cytoplasm
cyp-34A5	GO:0005737	GO:0005737	cytoplasm
cyp-34A6	GO:0005737	GO:0005737	cytoplasm
cyp-34A7	GO:0005737	GO:0005737	cytoplasm
cyp-34A8	GO:0005737	GO:0005737	cytoplasm
cyp-34A9	GO:0005737	GO:0005737	cytoplasm
cyp-35A1	GO:0005737	GO:0005737	cytoplasm
cyp-35A2	GO:0005737	GO:0005737	cytoplasm
cyp-35A3	GO:0005737	GO:0005737	cytoplasm
cyp-35A4	GO:0005737	GO:0005737	cytoplasm
cyp-35A5	GO:0005737	GO:0005737	cytoplasm
cyp-35B1	GO:0005737	GO:0005737	cytoplasm
cyp-35B2	GO:0005737	GO:0005737	cytoplasm
cyp-35B3	GO:0005737	GO:0005737	cytoplasm
cyp-35C1	GO:0005737	GO:0005737	cytoplasm
cyp-35D1	GO:0005737	GO:0005737	cytoplasm
cyp-36A1	GO:0005737	GO:0005737	cytoplasm
cyp-36A1	GO:0016020	GO:0016020	membrane
cyp-37A1	GO:0016020	GO:0016020	membrane
cyp-37B1	GO:0016020	GO:0016020	membrane
cyp-42A1	GO:0005783	GO:0005783	endoplasmic reticulum
cyp-42A1	GO:0005789;GO:0016020	GO:0016020	membrane
cyp-44A1			
cysl-2	GO:0005737	GO:0005737	cytoplasm
cytb-5.1	GO:0005783	GO:0005783	endoplasmic reticulum
cytb-5.1	GO:0005789;GO:0016020	GO:0016020	membrane
cytb-5.1	GO:0048471		
daam-1			
daao-1	GO:0005737	GO:0005737	cytoplasm
daao-1	GO:0005777	GO:0005777	peroxisome
daao-1	GO:0005782		
dab-1	GO:0005737;GO:0005938	GO:0005737	cytoplasm
dab-1	GO:0005905	GO:0016020	membrane
dab-1	GO:0005798;GO:0030136	GO:0031410	cytoplasmic vesicle
dab-1	GO:0031982	GO:0043226	organelle
dach-1	GO:0005737	GO:0005737	cytoplasm
daf-1	GO:0005886	GO:0005886	plasma membrane
daf-1	GO:0016020	GO:0016020	membrane
daf-1	GO:0048179	GO:0032991	protein-containing complex
daf-10	GO:0036064	GO:0005815	microtubule organizing center
daf-10	GO:0005929;GO:0097730	GO:0005929	cilium
daf-10	GO:0030991	GO:0032991	protein-containing complex
daf-10	GO:0042995	GO:0042995	cell projection
daf-12	GO:0005634	GO:0005634	nucleus
daf-15	GO:0005737	GO:0005737	cytoplasm
daf-15	GO:0031931	GO:0032991	protein-containing complex
daf-16	GO:0005634	GO:0005634	nucleus
daf-16	GO:0005737	GO:0005737	cytoplasm
daf-16	GO:0005829	GO:0005829	cytosol
daf-18	GO:0005634	GO:0005634	nucleus
daf-18	GO:0005737	GO:0005737	cytoplasm
daf-18	GO:0005829	GO:0005829	cytosol
daf-18	GO:0005886	GO:0005886	plasma membrane
daf-18	GO:0016020	GO:0016020	membrane
daf-18	GO:0062049	GO:0032991	protein-containing complex
daf-18	GO:0042995	GO:0042995	cell projection
daf-18	GO:0030424;GO:0030425	GO:0043005	neuron projection
daf-18	GO:0009898;GO:0043025;GO:0043204		
daf-19	GO:0005634	GO:0005634	nucleus
daf-2	GO:0005737	GO:0005737	cytoplasm
daf-2	GO:0005886	GO:0005886	plasma membrane
daf-2	GO:0097730	GO:0005929	cilium
daf-2	GO:0016020	GO:0016020	membrane
daf-2	GO:0031410	GO:0031410	cytoplasmic vesicle
daf-2	GO:0005899	GO:0032991	protein-containing complex
daf-2	GO:0042995	GO:0042995	cell projection
daf-2	GO:0030424	GO:0043005	neuron projection
daf-2	GO:0043025		
daf-22	GO:0005777	GO:0005777	peroxisome
daf-31	GO:0031415	GO:0032991	protein-containing complex
daf-4	GO:0005886	GO:0005886	plasma membrane
daf-4	GO:0016020	GO:0016020	membrane
daf-4	GO:0043235	GO:0032991	protein-containing complex
daf-41	GO:0005634	GO:0005634	nucleus
daf-41	GO:0005829	GO:0005829	cytosol
daf-41	GO:0101031	GO:0032991	protein-containing complex
daf-41	GO:0030016	GO:0043226	organelle
daf-7	GO:0005576	GO:0005576	extracellular region
daf-7	GO:0005615		
daf-9	GO:0005737	GO:0005737	cytoplasm
daf-9	GO:0016020	GO:0016020	membrane
daf-9	GO:0043025;GO:0048471		
dagl-2	GO:0005886	GO:0005886	plasma membrane
dagl-2	GO:0016020	GO:0016020	membrane
dao-3	GO:0005829	GO:0005829	cytosol
dap-3	GO:0005739	GO:0005739	mitochondrion
dap-3	GO:0005761;GO:0005840	GO:0005840	ribosome
dap-3	GO:0005763;GO:0015935;GO:1990904	GO:0032991	protein-containing complex
dapk-1	GO:0005634	GO:0005634	nucleus
dapk-1	GO:0005737	GO:0005737	cytoplasm
dapk-1	GO:0005829	GO:0005829	cytosol
dapk-1	GO:0005856	GO:0005856	cytoskeleton
dars-2	GO:0005737	GO:0005737	cytoplasm
dars-2	GO:0005739	GO:0005739	mitochondrion
dat-1	GO:0005886	GO:0005886	plasma membrane
dat-1	GO:0016020;GO:0030673;GO:0032590;GO:0042734;GO:0097060	GO:0016020	membrane
dat-1	GO:0030424	GO:0043005	neuron projection
dat-1	GO:0032809		
dbl-1	GO:0005576	GO:0005576	extracellular region
dbl-1	GO:0005615		
dbn-1	GO:0030864	GO:0005856	cytoskeleton
dbn-1	GO:0045211	GO:0016020	membrane
dbn-1	GO:0030027	GO:0042995	cell projection
dbn-1	GO:0030425	GO:0043005	neuron projection
dbn-1	GO:0014069	GO:0043226	organelle
dbn-1	GO:0005884;GO:0030427		
dbr-1	GO:0005634	GO:0005634	nucleus
dbt-1	GO:0005737	GO:0005737	cytoplasm
dbt-1	GO:0005739	GO:0005739	mitochondrion
dbt-1	GO:0005829	GO:0005829	cytosol
dbt-1	GO:0005929	GO:0005929	cilium
dbt-1	GO:0160157	GO:0032991	protein-containing complex
dbt-1	GO:0042995	GO:0042995	cell projection
dbt-1	GO:0030425;GO:0043005	GO:0043005	neuron projection
dbt-1	GO:0005759		
dcp-66	GO:0005634	GO:0005634	nucleus
dcp-66	GO:0016581	GO:0032991	protein-containing complex
dcr-1	GO:0005634	GO:0005634	nucleus
dcr-1	GO:0005737	GO:0005737	cytoplasm
dcr-1	GO:0005829	GO:0005829	cytosol
dcr-1	GO:0070578	GO:0032991	protein-containing complex
dct-1	GO:0005634	GO:0005634	nucleus
dct-1	GO:0005739	GO:0005739	mitochondrion
dct-1	GO:0005741;GO:0016020;GO:0031966	GO:0016020	membrane
dct-1	GO:0032991	GO:0032991	protein-containing complex
dct-1	GO:0005740		
dct-13	GO:0005829	GO:0005829	cytosol
dct-13	GO:0043186	GO:0043226	organelle
dct-14	GO:0034464	GO:0032991	protein-containing complex
dct-15	GO:0016020	GO:0016020	membrane
ddb-1	GO:0005634	GO:0005634	nucleus
ddb-1	GO:0005737	GO:0005737	cytoplasm
ddb-1	GO:0035861		
ddl-3	GO:0005739	GO:0005739	mitochondrion
ddl-3	GO:0005743	GO:0016020	membrane
ddo-1	GO:0005737	GO:0005737	cytoplasm
ddo-1	GO:0005777	GO:0005777	peroxisome
ddo-1	GO:0005782		
ddo-2	GO:0005737	GO:0005737	cytoplasm
ddo-2	GO:0005782		
ddo-3	GO:0005576	GO:0005576	extracellular region
ddo-3	GO:0005737	GO:0005737	cytoplasm
ddp-1	GO:0005739	GO:0005739	mitochondrion
ddp-1	GO:0005743;GO:0016020	GO:0016020	membrane
ddr-2	GO:0005886	GO:0005886	plasma membrane
ddr-2	GO:0016020	GO:0016020	membrane
ddr-2	GO:0043235	GO:0032991	protein-containing complex
ddr-2	GO:0042995	GO:0042995	cell projection
ddr-2	GO:0030424	GO:0043005	neuron projection
ddr-2	GO:0043204		
ddx-17	GO:0005634	GO:0005634	nucleus
ddx-17	GO:0005737	GO:0005737	cytoplasm
ddx-17	GO:1990904	GO:0032991	protein-containing complex
ddx-17	GO:0043186	GO:0043226	organelle
deb-1	GO:0005737	GO:0005737	cytoplasm
deb-1	GO:0005856	GO:0005856	cytoskeleton
deb-1	GO:0005886	GO:0005886	plasma membrane
deb-1	GO:0016020	GO:0016020	membrane
deb-1	GO:0005912;GO:0005925;GO:0044291;GO:0070161	GO:0030054	cell junction
deb-1	GO:0055120;GO:0071944;GO:0097433		
deg-1	GO:0005886	GO:0005886	plasma membrane
deg-1	GO:0016020	GO:0016020	membrane
deg-3	GO:0005886	GO:0005886	plasma membrane
deg-3	GO:0016020;GO:0045211	GO:0016020	membrane
deg-3	GO:1902495	GO:0032991	protein-containing complex
deg-3	GO:0043005	GO:0043005	neuron projection
deg-3	GO:0045202	GO:0045202	synapse
del-1	GO:0005886	GO:0005886	plasma membrane
del-1	GO:0016020	GO:0016020	membrane
del-4	GO:0005886	GO:0005886	plasma membrane
del-4	GO:0016020	GO:0016020	membrane
dep-1	GO:0016020	GO:0016020	membrane
depd-5	GO:0005765	GO:0016020	membrane
depd-5	GO:1990130	GO:0032991	protein-containing complex
des-2	GO:0005886	GO:0005886	plasma membrane
des-2	GO:0016020	GO:0016020	membrane
des-2	GO:1902495	GO:0032991	protein-containing complex
des-2	GO:0043005	GO:0043005	neuron projection
des-2	GO:0045202	GO:0045202	synapse
des-2	GO:0098794		
dgat-2	GO:0005783	GO:0005783	endoplasmic reticulum
dgat-2	GO:0005811	GO:0005811	lipid droplet
dgat-2	GO:0005789;GO:0016020	GO:0016020	membrane
dgk-2	GO:0016020	GO:0016020	membrane
dgk-3	GO:0005886	GO:0005886	plasma membrane
dgk-4	GO:0005737	GO:0005737	cytoplasm
dgk-4	GO:0005886	GO:0005886	plasma membrane
dgn-1	GO:0005576	GO:0005576	extracellular region
dgn-1	GO:0005654	GO:0005654	nucleoplasm
dgn-1	GO:0042383	GO:0005886	plasma membrane
dgn-1	GO:0009925;GO:0016020;GO:0045211	GO:0016020	membrane
dgn-1	GO:0016010;GO:0016011	GO:0032991	protein-containing complex
dgn-1	GO:0045202	GO:0045202	synapse
dgn-2	GO:0042383	GO:0005886	plasma membrane
dgn-2	GO:0016020	GO:0016020	membrane
dgn-2	GO:0016010;GO:0016011	GO:0032991	protein-containing complex
dgtr-1	GO:0005783;GO:0016529	GO:0005783	endoplasmic reticulum
dgtr-1	GO:0005789;GO:0016020	GO:0016020	membrane
dhc-1	GO:0005635	GO:0005635	nuclear envelope
dhc-1	GO:0005737;GO:0005938;GO:1904115	GO:0005737	cytoplasm
dhc-1	GO:0005856;GO:0015630	GO:0005856	cytoskeleton
dhc-1	GO:0005868;GO:0030286	GO:0032991	protein-containing complex
dhc-1	GO:0000776;GO:0005819	GO:0043226	organelle
dhc-1	GO:0045202	GO:0045202	synapse
dhc-1	GO:0000922;GO:0005874;GO:0005881;GO:0012505		
dhcr-24	GO:0005737	GO:0005737	cytoplasm
dhcr-24	GO:0005783	GO:0005783	endoplasmic reticulum
dhcr-24	GO:0005794	GO:0005794	Golgi apparatus
dhcr-24	GO:0000139;GO:0005789;GO:0016020	GO:0016020	membrane
dhcr-7	GO:0005789;GO:0016020	GO:0016020	membrane
dhfr-1	GO:0005739	GO:0005739	mitochondrion
dhgd-1	GO:0005739	GO:0005739	mitochondrion
dhhc-13	GO:0016020	GO:0016020	membrane
dhhc-14	GO:0016020	GO:0016020	membrane
dhhc-14	GO:0012505		
dhhc-2	GO:0005783	GO:0005783	endoplasmic reticulum
dhhc-2	GO:0005794	GO:0005794	Golgi apparatus
dhhc-2	GO:0016020	GO:0016020	membrane
dhhc-2	GO:0012505		
dhhc-4	GO:0005783	GO:0005783	endoplasmic reticulum
dhhc-4	GO:0005794	GO:0005794	Golgi apparatus
dhhc-4	GO:0016020	GO:0016020	membrane
dhod-1	GO:0005737	GO:0005737	cytoplasm
dhod-1	GO:0005739	GO:0005739	mitochondrion
dhod-1	GO:0005743;GO:0016020	GO:0016020	membrane
dhp-1	GO:0005634	GO:0005634	nucleus
dhp-1	GO:0005737	GO:0005737	cytoplasm
dhp-1	GO:0005829	GO:0005829	cytosol
dhp-2	GO:0005737	GO:0005737	cytoplasm
dhp-2	GO:0005829	GO:0005829	cytosol
dhrr-1	GO:0005886	GO:0005886	plasma membrane
dhrr-1	GO:0016020	GO:0016020	membrane
dhs-1			
dhs-11	GO:0005739	GO:0005739	mitochondrion
dhs-11	GO:0005759		
dhs-12	GO:0005737	GO:0005737	cytoplasm
dhs-16	GO:0016020	GO:0016020	membrane
dhs-2	GO:0016020	GO:0016020	membrane
dhs-20			
dhs-21	GO:0005886	GO:0005886	plasma membrane
dhs-21	GO:0016020	GO:0016020	membrane
dhs-22	GO:0016020	GO:0016020	membrane
dhs-25	GO:0005739	GO:0005739	mitochondrion
dhs-25	GO:0005759		
dhs-28	GO:0005737	GO:0005737	cytoplasm
dhs-28	GO:0005777	GO:0005777	peroxisome
dhs-31	GO:0005737	GO:0005737	cytoplasm
dhs-5	GO:0005783	GO:0005783	endoplasmic reticulum
dhs-5	GO:0016020	GO:0016020	membrane
dhs-7	GO:0005737	GO:0005737	cytoplasm
dhs-8			
dib-1	GO:0005634	GO:0005634	nucleus
dib-1	GO:0005681;GO:0005682;GO:0046540	GO:0032991	protein-containing complex
dif-1	GO:0005739	GO:0005739	mitochondrion
dif-1	GO:0005743;GO:0016020	GO:0016020	membrane
dif-1	GO:0005740		
din-1	GO:0005634	GO:0005634	nucleus
dip-2			
dis-3	GO:0005634	GO:0005634	nucleus
dis-3	GO:0005654	GO:0005654	nucleoplasm
dis-3	GO:0000176;GO:0000177;GO:0000178	GO:0032991	protein-containing complex
disl-2	GO:0005737	GO:0005737	cytoplasm
disl-2	GO:0000932	GO:0043226	organelle
djr-1.1	GO:0005634	GO:0005634	nucleus
djr-1.1	GO:0005737	GO:0005737	cytoplasm
djr-1.1	GO:0005739	GO:0005739	mitochondrion
djr-1.2	GO:0005634	GO:0005634	nucleus
djr-1.2	GO:0005737	GO:0005737	cytoplasm
djr-1.2	GO:0005739	GO:0005739	mitochondrion
dkc-1	GO:0005634	GO:0005634	nucleus
dkc-1	GO:0005730	GO:0005730	nucleolus
dkc-1	GO:0031429;GO:1990904	GO:0032991	protein-containing complex
dkf-1	GO:0005737;GO:0005938	GO:0005737	cytoplasm
dkf-1	GO:0005829	GO:0005829	cytosol
dkf-1	GO:0005886	GO:0005886	plasma membrane
dkf-1	GO:0016020	GO:0016020	membrane
dkf-1	GO:0030424;GO:0030425	GO:0043005	neuron projection
dkf-1	GO:0045202	GO:0045202	synapse
dkf-1	GO:0043025		
dkf-2	GO:0005737	GO:0005737	cytoplasm
dkf-2	GO:0005829	GO:0005829	cytosol
dkf-2	GO:0005886	GO:0005886	plasma membrane
dkf-2	GO:0016020	GO:0016020	membrane
dkf-2	GO:1902554	GO:0032991	protein-containing complex
dkf-2	GO:0009898		
dlat-1	GO:0005739	GO:0005739	mitochondrion
dlat-1	GO:0045254	GO:0032991	protein-containing complex
dlat-1	GO:0005759		
dlat-2	GO:0005739	GO:0005739	mitochondrion
dlat-2	GO:0045254	GO:0032991	protein-containing complex
dlc-1	GO:0005634	GO:0005634	nucleus
dlc-1	GO:0005635	GO:0005635	nuclear envelope
dlc-1	GO:0005737	GO:0005737	cytoplasm
dlc-1	GO:0005856;GO:0015630	GO:0005856	cytoskeleton
dlc-1	GO:0005868;GO:0005875;GO:0030286	GO:0032991	protein-containing complex
dlc-1	GO:0005874		
dld-1	GO:0005737	GO:0005737	cytoplasm
dld-1	GO:0005739	GO:0005739	mitochondrion
dld-1	GO:0045252;GO:0045254	GO:0032991	protein-containing complex
dld-1	GO:0005759		
dlg-1	GO:0005737	GO:0005737	cytoplasm
dlg-1	GO:0005886	GO:0005886	plasma membrane
dlg-1	GO:0016020;GO:0016323;GO:0016324;GO:0098839	GO:0016020	membrane
dlg-1	GO:0005912;GO:0043296;GO:0070161	GO:0030054	cell junction
dlg-1	GO:0043005	GO:0043005	neuron projection
dlg-1	GO:0031594	GO:0045202	synapse
dlg-1	GO:0016328		
dlst-1	GO:0005739	GO:0005739	mitochondrion
dlst-1	GO:0045252	GO:0032991	protein-containing complex
dmd-4	GO:0005634	GO:0005634	nucleus
dmd-7	GO:0005634	GO:0005634	nucleus
dmd-9	GO:0005634	GO:0005634	nucleus
dna-2	GO:0005634	GO:0005634	nucleus
dna-2	GO:0005737	GO:0005737	cytoplasm
dnbp-1	GO:0005737	GO:0005737	cytoplasm
dnc-1	GO:0005737;GO:0005938	GO:0005737	cytoplasm
dnc-1	GO:0005813	GO:0005815	microtubule organizing center
dnc-1	GO:0005856	GO:0005856	cytoskeleton
dnc-1	GO:0005869;GO:0005875;GO:0030286	GO:0032991	protein-containing complex
dnc-1	GO:0030424	GO:0043005	neuron projection
dnc-1	GO:0000776;GO:0005814;GO:0005819	GO:0043226	organelle
dnc-1	GO:0000235;GO:0000922;GO:0005874;GO:0030496;GO:0035371;GO:0051233		
dnc-2	GO:0005634	GO:0005634	nucleus
dnc-2	GO:0005737	GO:0005737	cytoplasm
dnc-2	GO:0005813	GO:0005815	microtubule organizing center
dnc-2	GO:0005856	GO:0005856	cytoskeleton
dnc-2	GO:0016020	GO:0016020	membrane
dnc-2	GO:0005869;GO:0030286	GO:0032991	protein-containing complex
dnc-2	GO:0000776	GO:0043226	organelle
dnc-2	GO:0000242;GO:0005874;GO:0005876		
dnj-1	GO:0005783	GO:0005783	endoplasmic reticulum
dnj-1	GO:0005789;GO:0016020	GO:0016020	membrane
dnj-12	GO:0005737	GO:0005737	cytoplasm
dnj-12	GO:0005829	GO:0005829	cytosol
dnj-13	GO:0005829	GO:0005829	cytosol
dnj-13	GO:0005929;GO:0031514;GO:0036126	GO:0005929	cilium
dnj-13	GO:0042995	GO:0042995	cell projection
dnj-14	GO:0005737	GO:0005737	cytoplasm
dnj-14	GO:0016020	GO:0016020	membrane
dnj-14	GO:0061177		
dnj-15	GO:0005739	GO:0005739	mitochondrion
dnj-18	GO:0005739	GO:0005739	mitochondrion
dnj-18	GO:0016020	GO:0016020	membrane
dnj-19	GO:0005737	GO:0005737	cytoplasm
dnj-19	GO:0005829	GO:0005829	cytosol
dnj-20	GO:0005783	GO:0005783	endoplasmic reticulum
dnj-21	GO:0005739	GO:0005739	mitochondrion
dnj-21	GO:0005743;GO:0016020	GO:0016020	membrane
dnj-21	GO:0001405	GO:0032991	protein-containing complex
dnj-24	GO:0005634	GO:0005634	nucleus
dnj-24	GO:0005737	GO:0005737	cytoplasm
dnj-25	GO:0005737	GO:0005737	cytoplasm
dnj-25	GO:0031982	GO:0043226	organelle
dnj-26	GO:0005789;GO:0016020	GO:0016020	membrane
dnj-29	GO:0005783	GO:0005783	endoplasmic reticulum
dnj-29	GO:0005789;GO:0016020	GO:0016020	membrane
dnj-29	GO:0031207	GO:0032991	protein-containing complex
dnj-29	GO:0012505		
dnsn-1	GO:0005634	GO:0005634	nucleus
dog-1	GO:0005634	GO:0005634	nucleus
dohh-1	GO:0005737	GO:0005737	cytoplasm
dolk-1	GO:0005783	GO:0005783	endoplasmic reticulum
dolk-1	GO:0005789;GO:0016020	GO:0016020	membrane
dop-1	GO:0005886	GO:0005886	plasma membrane
dop-1	GO:0016020	GO:0016020	membrane
dop-1	GO:0030425	GO:0043005	neuron projection
dop-1	GO:0045202	GO:0045202	synapse
dop-2	GO:0005886	GO:0005886	plasma membrane
dop-2	GO:0016020	GO:0016020	membrane
dop-2	GO:0030425	GO:0043005	neuron projection
dop-2	GO:0045202	GO:0045202	synapse
dop-3	GO:0005886	GO:0005886	plasma membrane
dop-3	GO:0016020;GO:0030672;GO:0045211	GO:0016020	membrane
dop-4	GO:0005886	GO:0005886	plasma membrane
dop-4	GO:0016020;GO:0045211	GO:0016020	membrane
dop-4	GO:0030425	GO:0043005	neuron projection
dot-1.1	GO:0005634	GO:0005634	nucleus
dot-1.1	GO:0005694	GO:0005694	chromosome
dot-1.1	GO:0035097	GO:0032991	protein-containing complex
dot-1.1	GO:0000781		
dot-1.2	GO:0005634	GO:0005634	nucleus
dot-1.2	GO:0035097	GO:0032991	protein-containing complex
dot-1.2	GO:0000781		
dot-1.3	GO:0005634	GO:0005634	nucleus
dot-1.3	GO:0035097	GO:0032991	protein-containing complex
dot-1.3	GO:0000781		
dot-1.4	GO:0005634	GO:0005634	nucleus
dot-1.4	GO:0035097	GO:0032991	protein-containing complex
dot-1.4	GO:0000781		
dot-1.5	GO:0005634	GO:0005634	nucleus
dot-1.5	GO:0035097	GO:0032991	protein-containing complex
dot-1.5	GO:0000781		
doxa-1	GO:0005886	GO:0005886	plasma membrane
doxa-1	GO:0005789;GO:0016020	GO:0016020	membrane
doxa-1	GO:1990204	GO:0032991	protein-containing complex
dpf-1	GO:0005886	GO:0005886	plasma membrane
dpf-1	GO:0016020	GO:0016020	membrane
dpf-1	GO:0012505		
dpf-2	GO:0005886	GO:0005886	plasma membrane
dpf-2	GO:0016020	GO:0016020	membrane
dpf-3			
dpff-1	GO:0005634	GO:0005634	nucleus
dpff-1	GO:0005737	GO:0005737	cytoplasm
dpff-1	GO:0071565	GO:0032991	protein-containing complex
dph-1	GO:0120513	GO:0032991	protein-containing complex
dph-2	GO:0120513	GO:0032991	protein-containing complex
dph-5			
dpl-1	GO:0005634	GO:0005634	nucleus
dpl-1	GO:0005667;GO:0035189;GO:0070176;GO:0090575	GO:0032991	protein-containing complex
dpm-1	GO:0005783	GO:0005783	endoplasmic reticulum
dpm-1	GO:0005789	GO:0016020	membrane
dpm-3	GO:0005783	GO:0005783	endoplasmic reticulum
dpm-3	GO:0005789;GO:0016020	GO:0016020	membrane
dpm-3	GO:0033185	GO:0032991	protein-containing complex
dpy-10	GO:0005576	GO:0005576	extracellular region
dpy-10	GO:0005581	GO:0032991	protein-containing complex
dpy-17	GO:0005576	GO:0005576	extracellular region
dpy-17	GO:0005581	GO:0032991	protein-containing complex
dpy-18	GO:0005783	GO:0005783	endoplasmic reticulum
dpy-18	GO:0005788		
dpy-19	GO:0005737	GO:0005737	cytoplasm
dpy-19	GO:0005783	GO:0005783	endoplasmic reticulum
dpy-19	GO:0005789;GO:0016020	GO:0016020	membrane
dpy-19	GO:0048471		
dpy-2	GO:0005581	GO:0032991	protein-containing complex
dpy-22	GO:0005634	GO:0005634	nucleus
dpy-22	GO:0016592	GO:0032991	protein-containing complex
dpy-23	GO:0005886	GO:0005886	plasma membrane
dpy-23	GO:0005905;GO:0016020;GO:1990075	GO:0016020	membrane
dpy-23	GO:0008021;GO:0031410	GO:0031410	cytoplasmic vesicle
dpy-23	GO:0030122;GO:0030131	GO:0032991	protein-containing complex
dpy-23	GO:0045202	GO:0045202	synapse
dpy-28	GO:0000794	GO:0000228	nuclear chromosome
